,,,,REWARDS LVL UP,,,,,
LEVEL #,Cof Exp,NEED EXP,SUM EXP,COINS,DRAW,C CHEST,U CHEST,R CHEST,L CHEST
,,,,503036500,274,16,9,7,2
1,,,,,,,,,
2,,6000,6000,1000,1,1,,,
3,"2,1",12600,18600,2500,1,,,,
4,"2,1",26460,45060,3000,1,,,,
5,"2,1",55566,100626,5000,1,2,,,
6,"1,8",100019,200645,7000,1,,,,
7,"1,8",180034,380679,10000,1,,,,
8,"1,8",324061,704740,15000,1,,,,
9,"1,8",583310,1288049,21000,1,,,,
10,"1,8",1049957,2338007,30000,1,3,,,
11,"1,6",1679932,4017938,40000,1,,,,
12,"1,6",2687891,6705829,50000,1,,,,
13,"1,6",4300625,11006454,62000,1,,,,
14,"1,6",6881001,17887455,75000,1,,,,
15,"1,6",11009601,28897056,90000,1,,,,
16,"1,4",15413441,44310497,100000,1,,,,
17,"1,4",21578818,65889315,115000,1,,,,
18,"1,4",30210345,96099659,135000,1,,,,
19,"1,4",42294483,138394142,150000,1,,,,
20,"1,4",59212276,197606417,175000,1,3,,,
21,"1,3",76975958,274582376,200000,2,,,,
22,"1,3",100068746,374651121,225000,2,,,,
23,"1,3",130089369,504740491,250000,2,,,,
24,"1,3",169116180,673856671,275000,2,,,,
25,"1,3",219851034,893707706,300000,2,,,,
26,"1,2",263821241,1157528947,325000,2,,,,
27,"1,2",316585490,1474114436,350000,2,,,,
28,"1,2",379902587,1854017024,375000,2,,,,
29,"1,2",455883105,2309900129,400000,2,,,,
30,"1,2",547059726,2856959855,450000,2,2,1,,
31,"1,1",601765698,3458725553,500000,2,,,,
32,"1,1",661942268,4120667822,550000,2,,,,
33,"1,1",728136495,4848804317,600000,2,,,,
34,"1,1",800950145,5649754461,650000,2,,,,
35,"1,1",881045159,6530799621,700000,2,,,,
36,"1,05",925097417,7455897038,750000,2,,,,
37,"1,05",971352288,8427249326,800000,2,,,,
38,"1,05",1019919902,9447169228,850000,2,,,,
39,"1,05",1070915897,10518085126,900000,2,,,,
40,"1,05",1124461692,11642546818,1000000,2,2,1,,
41,"1,025",1152573235,12795120053,1100000,3,,,,
42,"1,025",1181387566,13976507618,1200000,3,,,,
43,"1,025",1210922255,15187429873,1300000,3,,,,
44,"1,025",1241195311,16428625184,1400000,3,,,,
45,"1,025",1272225194,17700850378,1500000,3,,,,
46,"1,025",1304030824,19004881201,1600000,3,,,,
47,"1,025",1336631594,20341512796,1700000,3,,,,
48,"1,025",1370047384,21711560180,1800000,3,,,,
49,"1,025",1404298569,23115858749,1900000,3,,,,
50,"1,025",1439406033,24555264781,2000000,3,1,1,1,
51,"1,025",1475391184,26030655965,2200000,3,,,,
52,"1,025",1512275963,27542931929,2400000,3,,,,
53,"1,025",1550082862,29093014791,2600000,3,,,,
54,"1,025",1588834934,30681849725,2800000,3,,,,
55,"1,025",1628555807,32310405532,3000000,3,,,,
56,"1,025",1669269703,33979675235,3200000,3,,,,
57,"1,025",1711001445,35690676680,3400000,3,,,,
58,"1,025",1753776481,37444453161,3600000,3,,,,
59,"1,025",1797620893,39242074055,3800000,3,,,,
60,"1,025",1842561416,41084635470,4000000,3,,3,,
61,"1,025",1888625451,42973260921,4250000,3,,,,
62,"1,025",1935841087,44909102008,4500000,3,,,,
63,"1,025",1984237114,46893339123,4750000,3,,,,
64,"1,025",2033843042,48927182165,5000000,3,,,,
65,"1,025",2084689118,51011871284,5250000,3,,,,
66,"1,025",2136806346,53148677630,5500000,3,,,,
67,"1,025",2190226505,55338904135,5750000,3,,,,
68,"1,025",2244982168,57583886303,6000000,3,,,,
69,"1,025",2301106722,59884993024,6250000,3,,,,
70,"1,025",2358634390,62243627414,6500000,3,1,1,1,
71,"1,025",2417600250,64661227664,6750000,4,,,,
72,"1,025",2478040256,67139267920,7000000,4,,,,
73,"1,025",2539991262,69679259182,7250000,4,,,,
74,"1,025",2603491044,72282750226,7500000,4,,,,
75,"1,025",2668578320,74951328545,7750000,4,,,,
76,"1,025",2735292778,77686621323,8000000,4,,,,
77,"1,025",2803675097,80490296421,8250000,4,,,,
78,"1,025",2873766975,83364063395,8500000,4,,,,
79,"1,025",2945611149,86309674545,8750000,4,,,,
80,"1,025",3019251428,89328925972,9000000,4,1,1,2,
81,"1,025",3094732714,92423658686,9500000,4,,,,
82,"1,025",3172101031,95595759717,10000000,4,,,,
83,"1,025",3251403557,98847163274,10500000,4,,,,
84,"1,025",3332688646,102179851921,11000000,4,,,,
85,"1,025",3416005862,105595857783,11500000,4,,,,
86,"1,025",3501406009,109097263792,12000000,4,,,,
87,"1,025",3588941159,112686204951,12500000,4,,,,
88,"1,025",3678664688,116364869639,13000000,4,,,,
89,"1,025",3770631305,120135500944,13500000,4,,,,
90,"1,025",3864897088,124000398032,14000000,4,,1,1,1
91,"1,025",3961519515,127961917547,15000000,4,,,,
92,"1,025",4060557503,132022475050,16000000,4,,,,
93,"1,025",4162071440,136184546490,17000000,4,,,,
94,"1,025",4266123226,140450669717,18000000,4,,,,
95,"1,025",4372776307,144823446024,19000000,4,,,,
96,"1,025",4482095715,149305541739,20000000,5,,,,
97,"1,025",4594148108,153899689846,21000000,5,,,,
98,"1,025",4709001810,158608691657,22000000,5,,,,
99,"1,025",4826726856,163435418512,23000000,5,,,,
100,"1,025",4947395027,168382813539,24000000,5,,,2,1
